Calidad,Ciudad,Complemento,Costo Fijo,Costo Variable por  {size1Alias},Código de la Ubicación,Código Postal,Descripción,Dirección,Distrito,Días de Entrega,Email,Estado,Fecha de Geocodificación,Fecha de la última modificación,Habilitado,Huso horario,ID de Tax,Instrucciones,Latitud,Longitud,Organización,Pais,Radio de Entrega,Tel. 1,Tel. 2,Tiempo de Servicio Fijo con ayudante,Tiempo de Servicio Fijo sin ayudante,Tiempo de Servicio Variable con ayudante,Tiempo de Servicio Variable sin ayudante,Tiene Geocerca,Tipo,Tipos de Tiempo de Servicio,Tipos de Ventana de Servicio,Última modificación por,id
MANUAL,,,,,0620275310,,CARNITAS PERICLES,CALLE RAUL BAILLERES 189 36100 SILAO DE LA VICTORIA,,"S,M,T,R,F,S",,,2024-03-14 10:18:19,2024-05-01 00:16:59,true,America/Costa Rica,,,20.9482752,-101.4199468,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2624593
,,,,,0620272672,,JUAN ESPINOZA,CALLE OBREGON 20 36100 SILAO DE LA VICTORIA,,"S,M,T,W,R,S",,,,,true,America/Costa Rica,,,,,Distribuidora Silao,MX,,,,,,,,false,Default,,,,2631313
MANUAL,,,,,0620272646,,ABARROTES RINCON DE ORTEGA,CALLE LA LUZ 107 37620 SAN FELIPE,,"S,M,T,W,R,F",,,2024-03-12 13:58:44,2024-03-16 01:25:45,true,America/Costa Rica,,,21.245802351753564,-101.28566801548006,Distribuidora Silao,MX,,,,,,,,false,Default,,,gmtmproot,2619031
MANUAL,,,,,0620273989,,TACOS CANTADOR,CALLE RIVERA SN 36000 GUANAJUATO,,"S,M,T,W,F,S",,,2025-02-06 13:17:52,2025-02-06 13:17:52,true,America/Costa Rica,,,21.017950080636325,-101.26121521007009,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,MX01531589,2569932
MANUAL,,,,,0620274692,,GORDITAS GABY,CALLE SAN CLEMENTE 1 36000 GUANAJUATO,,"S,M,T,R,S",,,2024-06-26 14:33:06,2024-06-26 14:33:06,true,America/Costa Rica,,,21.023545037075575,-101.25499963760376,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,MX01531589,2597712
MANUAL,,,,,0620271276,,COCINA ECONÓMICA BAILLERES,BOULEVARD BAILLERES 29 36100 SILAO DE LA VICTORIA,,"S,M,T,R,F,S",,,2024-03-14 10:17:20,2024-04-10 01:55:33,true,America/Costa Rica,,,20.949735,-101.4329017,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2501735
MANUAL,,,,,0620273687,,HOTEL VIZCONDE,CALLE CANTADOR 110 36000 GUANAJUATO,,"S,M,T,W,F",,,2024-03-14 14:51:49,2024-08-21 23:53:45,true,America/Costa Rica,,,21.0180254,-101.2631553,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2554991
MANUAL,,,,,0620275306,,DIANA,CARRETERA GUANAJUATO SILAO K.8 36260 GUANAJUATO,,"S,M,T,R,F,S",,,2024-03-13 13:28:00,2024-10-22 23:27:55,true,America/Costa Rica,,,20.9767649,-101.3140961,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2624595
MANUAL,,,,,0620275048,,CELIFLORA,CALLE MEMBRILLOS 37 36119 SILAO DE LA VICTORIA,,"S,M,T,W,R,F",,,2024-03-15 08:55:57,2024-10-19 01:36:47,true,America/Costa Rica,,,20.9594447,-101.414509,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2629233
MANUAL,,,,,0620275311,,ANGELES MOSQUEDA ZAVALA,CALLE NIÑO OBRERA 24 36155 SILAO DE LA VICTORIA,,"S,M,T,R,S",,,2024-03-15 09:27:20,2024-03-29 01:32:56,true,America/Costa Rica,,,20.934016,-101.4261313,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2631312
MANUAL,,,,,0620275317,,MANUELA RODRIGUEZ,CALLE BUGAMBILIA 87 36119 SILAO DE LA VICTORIA,,"S,M,W,R,F",,,2024-03-15 08:56:35,2024-11-30 00:06:11,true,America/Costa Rica,,,20.9638357,-101.4181668,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2629232
MANUAL,,,,,0620267372,,MARIA DOLORES GARCIA,CALLE CAMINO A LAS PALMAS 5 36110 SILAO DE LA VICTORIA,,"S,M,T,W,F,S",,,2024-04-19 09:03:15,2024-05-09 02:45:34,true,America/Costa Rica,,,21.0795362,-101.372765,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2329054
MANUAL,,,,,0620274923,,LA OFICINA,CALLE EL SAUZ SN 36110 SILAO DE LA VICTORIA,,"S,M,T,W,F",,,2024-03-15 08:45:51,2024-03-16 01:24:53,true,America/Costa Rica,,,21.0236767,-101.469365,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2629311
MANUAL,,,,,0620274666,,JUANA MARTINEZ LUCIO,CALLE EMILIANO ZAPATA SN 37616 SAN FELIPE,,"S,M,T,W,F,S",,,2024-03-15 14:35:23,2024-03-20 23:28:52,true,America/Costa Rica,,,21.547251492969657,-101.06389760971071,Distribuidora Silao,MX,,,,,,,,false,Default,,,gmtmproot,2629234
MANUAL,,,,,0620271505,,FARMACIA FANNY,CALLE LUCAS ALAMAN 39 - 1 36250 GUANAJUATO,,"M,T,W,R,S",,,2024-03-15 16:13:30,2024-03-15 16:13:30,true,America/Costa Rica,,,20.9690067,-101.2961983,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,MX01699536,2631311
MANUAL,,,,,0620273816,,ABTS Y LONCHERIA GOMEZ,5 DE MAYO 107 36169 SILAO DE LA VICTORIA,,"S,M,T,R,S",,,2024-12-13 13:09:01,2024-12-18 00:40:32,true,America/Costa Rica,,,20.9443267,-101.4188117,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2574133
MANUAL,,,,,0620275126,,EL BEYAKEO,"CALLE SUBIDA AL PANTEO 29, 29M 36000 GUANAJUATO",,"S,M,T,W,F",,,2024-06-07 12:15:48,2024-10-16 23:00:57,true,America/Costa Rica,,,20.9509333,-101.3190567,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2620120
MANUAL,,,,,0620275294,,SIRIO MIRANDA JUAREZ,CALLE 12 DE OCTUBRE 7 36110 SILAO DE LA VICTORIA,,"S,M,W,F,S",,,2024-04-19 12:07:20,2024-10-28 23:28:46,true,America/Costa Rica,,,20.8790527,-101.3452768,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2620118
MANUAL,,,,,0620272875,,MR. DIP,CALLE COLON 1005 37600 SAN FELIPE,,"S,M,T,W,R,F",,,2024-03-12 13:55:48,2024-05-11 01:42:48,true,America/Costa Rica,,,21.484784170082527,-101.21915459632875,Distribuidora Silao,MX,,,,,,,,false,Default,,,gmtmproot,2578891
MANUAL,,,,,0620275125,,JAIME,CALLE DIEGO RIVERA 3 36250 GUANAJUATO,,"S,M,T,R,F,S",,,2024-11-04 17:34:50,2025-02-19 00:20:25,true,America/Costa Rica,,,20.9985686,-101.2942322,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2624572
MANUAL,,,,,0620275304,,MARISCOS LOS PLEBES,CALLE ACC ALA CENTRAL CAMIONER 36350 SAN FRANCISCO DEL RINCÓN,,"S,T,W,R,F,S",,,2024-03-13 14:18:22,2024-11-03 22:42:20,true,America/Costa Rica,,,20.983895,-101.2883667,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2624574
MANUAL,,,,,0620275303,,LA VICTORIA,CALLE ALDAMA 2 36100 SILAO DE LA VICTORIA,,"S,M,T,W,F,S",,,2024-04-23 11:48:30,2024-07-03 23:20:55,true,America/Costa Rica,,,20.94468,-101.4261567,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2622091
MANUAL,,,,,0620275136,,SARA RODRIGUEZ,CALLE ZACATECAS 29 36149 SILAO DE LA VICTORIA,,"S,M,T,W,R,F",,,2024-03-13 14:51:43,2024-11-23 00:56:58,true,America/Costa Rica,,,20.937995,-101.4211984,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2622092
MANUAL,,,,,0620275309,,THE BURGER GAME,CALLE CAMINO REAL 1 1 36250 GUANAJUATO,,"S,M,T,W,F,S",,,2024-04-03 10:19:27,2024-06-12 01:24:25,true,America/Costa Rica,,,20.9987821,-101.2870013,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2624573
,,,,,0620272882,,TACOS LOS CUATES,CARRETERA CARRETERA OCAMPO SN 37630 OCAMPO,,"S,T,R,S",,,,,true,America/Costa Rica,,,,,Distribuidora Silao,MX,,,,,,,,false,Default,,,,2624592
MANUAL,,,,,0620275305,,VICTOR,AVENIDA GUANAJUATO 2 36260 GUANAJUATO,,"S,M,T,W,R,S",,,2024-03-13 14:06:22,2024-10-18 00:16:25,true,America/Costa Rica,,,20.9680288,-101.3141857,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2624594
MANUAL,,,,,0620272562,,MARIA TERESA,CALLE ZAPOTE 5 36227 GUANAJUATO,,"S,T,W,R,F,S",,,2024-04-22 14:44:19,2024-06-23 23:39:46,true,America/Costa Rica,,,20.8874867,-101.23343,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2620114
,,,,,0620275308,,AURORA SANCHEZ MENDOZA,CALLE T DE MASAGUAS 11 36000 GUANAJUATO,,"S,T,W,R,F,S",,,,2024-06-10 02:08:06,true,America/Costa Rica,,,,,Distribuidora Silao,MX,,,,,,,,false,Default,,,gmtmproot,2620116
MANUAL,,,,,0620275287,,JAIR EDUARDO SALAZAR LOPEZ,CALLE CALIXTO 22 36000 GUANAJUATO,,"S,M,T,R,S",,,2024-03-11 09:35:10,2024-10-24 23:42:25,true,America/Costa Rica,,,21.0162823,-101.2563215,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2620119
MANUAL,,,,,0620269346,,MARIA ISABEL MONJARAS RUIZ,"CALLE MIGUEL HIDALGO SN, 69 37611 SAN FELIPE",,"S,M,T,W,R,F",,,2024-03-12 14:03:23,2024-03-23 00:54:42,true,America/Costa Rica,,,21.698649288639306,-101.04221999645235,Distribuidora Silao,MX,,,,,,,,false,Default,,,gmtmproot,2561731
MANUAL,,,,,0620274894,,ELVIA ELIA SANTOS GUADARRAMA,"CALLE JACARNADA 116, M8L276 36100 SILAO DE LA VICTORIA",,"S,M,W,F",,,2024-03-11 11:13:03,2024-11-23 00:57:26,true,America/Costa Rica,,,20.9042852,-101.383262,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2605691
MANUAL,,,,,0620275053,,ADRIAN MARTINEZ GARCIA,CALLE BUGAMBILIAS 105 36100 SILAO DE LA VICTORIA,,"S,M,T,W,F,S",,,2024-03-11 11:34:49,2024-10-23 23:04:11,true,America/Costa Rica,,,20.904545,-101.3833653,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2620117
,,,,,0620275127,,FERNANDA GREENWELL,CALLE BOCAMINA SAN CAYETANO 2 36240 GUANAJUATO,,"S,T,R,S",,,,,true,America/Costa Rica,,,,,Distribuidora Silao,MX,,,,,,,,false,Default,,,,2624571
MANUAL,,,,,0620271766,,MA CONCEPCION RAMIREZ GUTIERRE,AVENIDA RAMAL DE GUANAJUATO S 36100 SILAO DE LA VICTORIA,,"S,M,W,R,F,S",,,2024-03-13 14:51:12,2024-12-17 01:37:25,true,America/Costa Rica,,,20.937995,-101.4211984,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2499055
MANUAL,,,,,0620276938,,JONATHAN REY REYES,CALLE CHIRIMOYA VIEJA SN 37610 SAN FELIPE,,"S,T,W,R,F,S",,,2024-04-11 14:30:05,2024-04-22 00:19:01,true,America/Costa Rica,,,21.555299374670632,-101.10087990760805,Distribuidora Silao,MX,,,,,,,,false,Default,,,gmtmproot,2669356
,,,,,0620273683,,SALAS ORTEGA,CALLE MANUEL DOBLADO 102 37630 OCAMPO,,"S,T,W,R,F,S",,,,,true,America/Costa Rica,,,,,Distribuidora Silao,MX,,,,,,,,false,Default,,,,2669362
MANUAL,,,,,0620276796,,GREGORIA,"CALLE EL ENCINO SN, M3L13 36253 GUANAJUATO",,"S,M,T,W,F,S",,,2024-07-10 10:09:02,2024-10-23 23:04:07,true,America/Costa Rica,,,21.0191751,-101.2738175,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2666784
MANUAL,,,,,0620278020,,DEPOSITO ALEX,CALLE CELAYA 39 36040 GUANAJUATO,,"S,M,T,W,R,S",,,2024-04-18 20:11:51,2024-10-18 00:15:59,true,America/Costa Rica,,,21.024407069278954,-101.27429405330008,Distribuidora Silao,MX,0.1,,,,,,,false,Default,,,gmtmproot,2675264
MANUAL,,,,,0620276751,,MIREYA ELIZABETH,PROLONGACION LAS PALOMAS 58 36253 GUANAJUATO,,0,,,2024-07-23 16:45:01,2024-07-23 16:45:01,true,America/Costa Rica,,,20.9985167,-101.29418,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,MX01531589,2712520
MANUAL,,,,,0620282014,,CARNITAS CHUY,"CALLE EL EDEN SN, M9L6 36253 GUANAJUATO",,"S,M,T,W,R,S",,,2024-07-04 17:07:09,2024-11-01 01:16:19,true,America/Costa Rica,,,21.0070151,-101.2837005,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2712521
MANUAL,,,,,0620277417,,CREMWRIANY SALCHICHONERIA SAN,ENCARNACION ORTIZ 103 37600 SAN FELIPE,,"S,M,T,R,S",,,2024-06-04 14:09:37,2024-06-05 01:51:18,true,America/Costa Rica,,,21.475389542988275,-101.21734142303467,Distribuidora Silao,MX,,,,,,,,false,Default,,,gmtmproot,2712524
MANUAL,,,,,0620275134,,ALEJANDRA CARDENAS,CALLE SABINAL. 36 A 36000 GUANAJUATO,,"S,M,T,W,R,S",,,2024-03-22 09:10:13,2024-03-29 01:33:06,true,America/Costa Rica,,,20.9525367,-101.28851,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2648151
,,,,,0620275651,,GABRIELA SANCHEZ COELLO,CALLE CERRO DE SAN MIGUEL 56 B 36000 GUANAJUATO,,"S,M,T,R,F,S",,,,,true,America/Costa Rica,,,,,Distribuidora Silao,MX,,,,,,,,false,Default,,,,2665767
MANUAL,,,,,0620276857,,GILBERTO RODRIGUEZ,CALLE ESPERANZA 20 36290 SILAO DE LA VICTORIA,,"S,M,T,W,F,S",,,2024-04-11 15:24:21,2024-10-16 23:01:19,true,America/Costa Rica,,,20.973835,-101.4001317,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2666057
MANUAL,,,,,0620276826,,ABARROTES DICONSA,CALLE MEZQUITE 102 37620 SAN FELIPE,,"S,M,W,R,F,S",,,2024-05-09 14:12:29,2024-05-09 14:12:29,true,America/Costa Rica,,,21.359889035389614,-101.31978571414949,Distribuidora Silao,MX,,,,,,,,false,Default,,,MX03603402,2669816
MANUAL,,,,,0620278201,,BIRRIA,CALLE JUAREZ 9 36000 GUANAJUATO,,"S,M,T,R,S",,,2024-04-20 09:06:28,2024-10-16 00:32:38,true,America/Costa Rica,,,21.0174293,-101.2551695,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2677733
MANUAL,,,,,0620274208,,MICAELA RAMIREZ,CALLE DON LUIS DE VELAZCO 26 36256 GUANAJUATO,,"M,T,W,R,S",,,2024-04-19 12:58:40,2024-04-19 12:58:40,true,America/Costa Rica,,,20.9001217,-101.1928933,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,MX01699536,2574135
MANUAL,,,,,0620275293,,MARCO ANTONIO VELAZQUEZ,CARRETERA SAN FELIPE- SAN LUIS 37603 SAN FELIPE,,"T,W,F,S",,,2024-04-05 17:42:49,2024-04-05 17:42:49,true,America/Costa Rica,,,21.47859935868482,-101.18075609207155,Distribuidora Silao,MX,,,,,,,,false,Default,,,MX03603402,2667901
MANUAL,,,,,0620276928,,DEPOSITO TADEO,MORELOS 620 37630 OCAMPO,,"S,M,T,W,R,F",,,2024-04-11 15:33:34,2024-10-19 01:36:38,true,America/Costa Rica,,,20.9901805,-101.4862559,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2666327
MANUAL,,,,,0620270041,,GORDITAS EL PASO,CALLE ALLENDE SN 37600 SAN FELIPE,,"S,T,R,S",,,2024-10-10 12:32:21,2024-10-16 00:37:30,true,America/Costa Rica,,,21.477478740452725,-101.20518560146733,Distribuidora Silao,MX,,,,,,,,false,Default,,,gmtmproot,2668358
MANUAL,,,,,0620276277,,GORDITAS,AVENIDA LA QUINTA 7 36280 SILAO DE LA VICTORIA,,"S,M,T,W,R,S",,,2024-07-10 08:53:05,2025-01-17 00:36:04,true,America/Costa Rica,,,20.9019913,-101.4824009,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2668365
MANUAL,,,,,0620271445,,CREMERIA DIVINA PROVIDENCIA,CALLE SANTA CLARA 213 37600 SAN FELIPE,,"S,T,W,R,F,S",,,2024-09-10 14:41:05,2024-09-10 14:41:05,true,America/Costa Rica,,,21.478494529108755,-101.21366679668427,Distribuidora Silao,MX,,,,,,,,false,Default,,,MX03603402,2668385
MANUAL,,,,,0620271466,,UNIVERSIDAD SANTA FE,CALLE JUAN VALLE 19 36000 GUANAJUATO,,"S,T,W,R,S",,,2024-04-17 10:46:42,2024-10-18 00:16:23,true,America/Costa Rica,,,20.9640647,-101.2877082,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2569952
MANUAL,,,,,0620276623,,BARA MIRAMAR I,MIRAMAR 1020 37600 San Felipe,,"S,T,W,F,S",,,2024-10-29 13:13:08,2024-10-29 13:13:08,true,America/Costa Rica,,,21.468235565028117,-101.21262609958649,Distribuidora Silao,MX,,,,,,,,false,Default,,,JJRivera,2678931
MANUAL,,,,,0620269268,,FARMA-MEDIC 2,CALLE COLON 805 37600 SAN FELIPE,,"S,T,R,F,S",,,2024-08-20 16:21:45,2024-10-13 23:11:25,true,America/Costa Rica,,,21.483581172315443,-101.21639728513402,Distribuidora Silao,MX,,,,,,,,false,Default,,,gmtmproot,2668959
MANUAL,,,,,0620279197,,BUTIQUE,"INSURGENCIA 43, B 37227 LEON",,"S,M,W,R,F",,,2024-04-23 10:59:39,2024-11-02 00:18:10,true,America/Costa Rica,,,21.019949,-101.259186,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2680896
MANUAL,,,,,0620275124,,JUAN FRANCISCO HERNÁNDEZ,CALLE DURANGO 50 36149 SILAO DE LA VICTORIA,,"S,M,T,R,F,S",,,2024-10-31 13:47:09,2024-11-06 01:23:05,true,America/Costa Rica,,,20.9377943,-101.4225914,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2704948
,,,,,0620269550,,ANDRÉS RODRÍGUEZ GONZÁLEZ,AVENIDA PEDRO LONA 17 36119 SILAO DE LA VICTORIA,,"S,M,T,W,F",,,,,true,America/Costa Rica,,,,,Distribuidora Silao,MX,,,,,,,,false,Default,,,,2704949
,,,,,0620281424,,TAQUERIA AZTECA,BLD ELEUQUERIO GUERRERO 99 36251 GUANAJUATO,,"S,M,T,W,F,S",,,,2024-06-13 00:14:31,true,America/Costa Rica,,,,,Distribuidora Silao,MX,,,,,,,,false,Default,,,gmtmproot,2704952
,,,,,0620269313,,JOSE LUIS ALVAREZ,CALLE CARLOS SALINAS DE GORTAR 36270 SILAO DE LA VICTORIA,,"S,M,T,W,R,S",,,,,true,America/Costa Rica,,,,,Distribuidora Silao,MX,,,,,,,,false,Default,,,,2654211
,,,,,0620274928,,ABARROTES MACIAS,CALLE AV.SAN JUAN BOSCO 115 37630 OCAMPO,,"S,T,R,F,S",,,,,true,America/Costa Rica,,,,,Distribuidora Silao,MX,,,,,,,,false,Default,,,,2654215
MANUAL,,,,,0620275756,,BARA LOMAS DEL PADRE,LOMAS DE SAN FRANCISCO 41 36257 GUANJUATO,,"S,T,R,F,S",,,2024-04-03 10:29:23,2024-09-07 23:28:52,true,America/Costa Rica,,,20.9723414,-101.2860695,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2654217
,,,,,0610140672,,HECTOR MANUEL MEDRANO RAMIREZ,CALLE PRINCIPAL 20 0 36280 Silao de la Victoria,,"S,T,R,S",,,,2024-10-13 23:10:52,true,,,,20.88240322,-101.4373665,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,1142620
MANUAL,,,,,0620275295,,ABARROTES ORTIZ,CALLE ESCOBEDO 402 37630 OCAMPO,,"S,M,T,W,R,S",,,2024-04-01 14:16:22,2024-04-05 00:54:30,true,America/Costa Rica,,,21.645461954405498,-101.48019790616672,Distribuidora Silao,MX,,,,,,,,false,Default,,,gmtmproot,2644513
MANUAL,,,,,0620274211,,VINOS EL NORTEÑO,CARRETERA GTO- JUVEN ROSAS KM 36259 GUANAJUATO,,"S,M,T,W,R,F",,,2024-04-18 13:43:24,2024-11-02 00:18:51,true,America/Costa Rica,,,20.9554167,-101.2672317,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2676806
MANUAL,,,,,0620272970,,HAMBURGUESAS,"CALLE MIGUEL HIDALGO 40, 40 36250 GUANAJUATO",,"M,T,W,R,S",,,2024-05-13 12:21:34,2024-05-13 12:21:34,true,America/Costa Rica,,,20.931145,-101.2784883,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,MX01531589,2698461
MANUAL,,,,,0620276032,,JORGITO,CALLE SANTO NIÑO 8 36110 SILAO DE LA VICTORIA,,"S,M,T,W,R,S",,,2024-04-02 16:16:15,2024-10-18 00:16:05,true,America/Costa Rica,,,20.948909,-101.434333,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2659311
MANUAL,,,,,0620275653,,JORGE LUIS,CALLE SOLIDARIDAD 16 36270 SILAO DE LA VICTORIA,,"S,M,T,W,F",,,2024-04-10 17:51:36,2024-10-23 23:04:22,true,America/Costa Rica,,,20.97812,-101.4486045,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2663272
MANUAL,,,,,0620276831,,GYM MARFIL,MARFIL 2 36250 GUANAJUATO,,"S,M,T,R,S",,,2024-04-17 09:56:29,2024-04-24 05:49:57,true,America/Costa Rica,,,20.997085,-101.2880183,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2670430
MANUAL,,,,,0620274030,,CARNICERÍA MANANTIAL,CALLE MANANTIAL 3 36000 GUANAJUATO,,"S,M,T,R,F,S",,,2024-04-18 14:15:54,2024-10-16 00:37:43,true,America/Costa Rica,,,20.9537746,-101.288069,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2566831
MANUAL,,,,,0620276773,,ANA GABRIELA,CALLE LAZARO CARDENAS 13 36270 SILAO DE LA VICTORIA,,"S,M,T,W,R,S",,,2024-05-16 13:45:58,2024-06-14 01:26:21,true,America/Costa Rica,,,20.9905383,-101.4852567,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2703531
MANUAL,,,,,0620282049,,BARTOLO MENDOZA,ZARAGOZA 347 37616 SAN FELIPE,,"S,M,W,R,F",,,2025-01-23 10:49:13,2025-01-25 01:18:06,true,America/Costa Rica,,,21.60642017943436,-101.07133269309999,Distribuidora Silao,MX,,,,,,,,false,Default,,,gmtmproot,2708411
,,,,,0620268998,,FIDECOMISO DE INVERSION Y AD P,PUGA SAUCEDO SN 36100 SILAO,,"S,T,R,S",,,,,true,America/Costa Rica,,,,,Distribuidora Silao,MX,,,,,,,,false,Default,,,,2711180
MANUAL,,,,,0620281917,,CAROLINA,LA BUFA 10 36040 GUANAJUATO,,"S,M,T,W,F,S",,,,2024-10-16 23:00:57,true,America/Costa Rica,,,21.01463,-101.2765633,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2711198
MANUAL,,,,,0620279817,,POSTRES HIDALGO,HIDALGO 111 37600 SAN FELIPE,,"S,M,W,R,F",,,2024-05-24 17:28:50,2024-05-28 02:23:00,true,America/Costa Rica,,,21.478434753682333,-101.21663332018217,Distribuidora Silao,MX,,,,,,,,false,Default,,,gmtmproot,2711199
MANUAL,,,,,0620268576,,PREPANCESS,CALLE ALAMEDA 78 C 36003 GUANAJUATO,,"S,M,T,W,R",,,2024-11-04 17:29:45,2025-01-03 00:54:59,true,America/Costa Rica,,,21.0166683,-101.2472233,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2476279
,,,,,0620278783,,LONCHERIA LAS TIAS,MIGUEL HIDALGO 506 37630 OCAMPO,,"S,M,T,R,S",,,,,true,America/Costa Rica,,,,,Distribuidora Silao,MX,,,,,,,,false,Default,,,,2681764
MANUAL,,,,,0620275312,,PALETERIA Y NEVERIA,BOULEVARD OBREGÓN 73 36100 SILAO DE LA VICTORIA,,"S,M,T,R,F,S",,,2025-02-26 16:45:59,2025-02-26 16:45:59,true,America/Costa Rica,,,20.945624075986256,-101.43070042133331,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,MX01531589,2634511
MANUAL,,,,,0620279994,,PAPELERIA FELICITAS,DE LA GUALDRA 12 36013 GUANAJUATO,,"S,M,T,W,R,S",,,2024-05-16 13:31:25,2024-06-14 01:20:56,true,America/Costa Rica,,,21.0236163,-101.2561536,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2689988
,,,,,0620275859,,MARCELA SERRANO,ANDADOR TAJITO LA GLORIA 32 36030 GUANAJUATO,,"S,M,W,R,F",,,,2024-10-16 23:01:28,true,America/Costa Rica,,,21.0225753,-101.2611622,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2659293
MANUAL,,,,,0620276026,,LA IDEAL PANADERIA,CALLE PINO SUÁREZ 8-B 36100 SILAO DE LA VICTORIA,,"S,M,T,W,F",,,2024-04-23 11:41:13,2024-10-19 01:35:32,true,America/Costa Rica,,,20.945991410262923,-101.42789661906136,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2659331
MANUAL,,,,,0620275564,,LIDIA ARZOLA GUERRA,CALLE 25 DICIEMBRE 7 36294 SILAO DE LA VICTORIA,,"S,M,T,W,R,S",,,2024-04-11 13:44:54,2024-10-18 00:16:29,true,America/Costa Rica,,,20.9204983,-101.4165767,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2659353
MANUAL,,,,,0620277419,,ABTS ALEJANDRA,OCOTES 6 36277 SILAO DE LA VICTORIA,,"S,M,T,W,R,S",,,2024-11-15 12:19:13,2024-11-22 01:41:14,true,America/Costa Rica,,,21.070475,-101.47869,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2694405
MANUAL,,,,,0620278051,,FERECHIKEN,AVENIDA COLON 819 37600 SAN FELIPE,,"S,M,T,W,F,S",,,2024-06-07 15:17:23,2024-11-21 00:16:43,true,America/Costa Rica,,,21.48365105657097,-101.21686398983003,Distribuidora Silao,MX,,,,,,,,false,Default,,,gmtmproot,2694407
MANUAL,,,,,0620281998,,LEONARDO FABIAN,BENITO JUAREZ 54 36260 GUANAJUATO,,"S,T,R,S",,,2024-06-07 13:48:29,2024-12-04 01:17:03,true,America/Costa Rica,,,20.9667978,-101.3055622,Distribuidora Silao,MX,0.05,,,,,,,false,Default,,,gmtmproot,2705911
